1.579978500000000000e+07,2.346434146165847778e-01
1.562142300000000000e+07,6.967096924781799316e-01
1.565485900000000000e+07,6.998875737190246582e-01
1.572502800000000000e+07,8.175604939460754395e-01
1.558585500000000000e+07,9.068927764892578125e-01
1.556959500000000000e+07,9.153931140899658203e-01
1.572382700000000000e+07,1.036140084266662598e+00
1.570626800000000000e+07,1.065819501876831055e+00
1.578452600000000000e+07,1.096644401550292969e+00
1.580210600000000000e+07,1.136338472366333008e+00
1.576444400000000000e+07,1.290563702583312988e+00
1.560245600000000000e+07,1.326946735382080078e+00
1.576935600000000000e+07,1.327441215515136719e+00
1.559413300000000000e+07,1.328437805175781250e+00
1.573198900000000000e+07,1.381109952926635742e+00
1.568776500000000000e+07,1.442354559898376465e+00
1.556649500000000000e+07,1.506912469863891602e+00
1.570639400000000000e+07,1.529786229133605957e+00
1.565314700000000000e+07,1.535735726356506348e+00
1.577799400000000000e+07,1.618599891662597656e+00
1.568089500000000000e+07,1.637820124626159668e+00
1.565850400000000000e+07,1.688351273536682129e+00
1.566141200000000000e+07,1.700260996818542480e+00
1.562307200000000000e+07,1.764583587646484375e+00
1.574035600000000000e+07,1.786063671112060547e+00
1.560982300000000000e+07,1.804247260093688965e+00
1.571634700000000000e+07,1.816071987152099609e+00
1.569731000000000000e+07,1.850264191627502441e+00
1.557352000000000000e+07,1.851687431335449219e+00
1.565910000000000000e+07,1.857338905334472656e+00
1.559317800000000000e+07,1.888080358505249023e+00
1.580337800000000000e+07,1.925495982170104980e+00
1.572253500000000000e+07,1.947313785552978516e+00
1.559241200000000000e+07,1.956799983978271484e+00
1.574442300000000000e+07,1.958922863006591797e+00
1.572801000000000000e+07,1.963361144065856934e+00
1.559953500000000000e+07,1.977286338806152344e+00
1.574699500000000000e+07,1.995807647705078125e+00
1.573557200000000000e+07,2.000173807144165039e+00
1.568646100000000000e+07,2.034429550170898438e+00
1.567153400000000000e+07,2.035381555557250977e+00
1.566746000000000000e+07,2.035875082015991211e+00
1.567517600000000000e+07,2.039357900619506836e+00
1.569784400000000000e+07,2.062793493270874023e+00
1.564200100000000000e+07,2.072553634643554688e+00
1.568688500000000000e+07,2.104349613189697266e+00
1.558589200000000000e+07,2.161147117614746094e+00
1.559465100000000000e+07,2.198655366897583008e+00
1.578821500000000000e+07,2.213926315307617188e+00
1.564209800000000000e+07,2.269153833389282227e+00
1.564918300000000000e+07,2.274616718292236328e+00
1.556939400000000000e+07,2.290012836456298828e+00
1.573079300000000000e+07,2.328447341918945312e+00
1.557094700000000000e+07,2.350496530532836914e+00
1.576666300000000000e+07,2.356463670730590820e+00
1.564444600000000000e+07,2.361494541168212891e+00
1.576847400000000000e+07,2.371972322463989258e+00
1.572808200000000000e+07,2.409434556961059570e+00
1.566537400000000000e+07,2.413518428802490234e+00
1.567711200000000000e+07,2.448123216629028320e+00
1.567888200000000000e+07,2.476195096969604492e+00
1.571408700000000000e+07,2.487062215805053711e+00
1.576279900000000000e+07,2.520790576934814453e+00
1.561369900000000000e+07,2.533271551132202148e+00
1.559858600000000000e+07,2.562554597854614258e+00
1.559110700000000000e+07,2.567446470260620117e+00
1.579678700000000000e+07,2.575313329696655273e+00
1.578008800000000000e+07,2.588569641113281250e+00
1.558988100000000000e+07,2.606328487396240234e+00
1.562719000000000000e+07,2.609901428222656250e+00
1.559915200000000000e+07,2.610210895538330078e+00
1.581291800000000000e+07,2.648319959640502930e+00
1.556881900000000000e+07,2.688271284103393555e+00
1.581072300000000000e+07,2.688835859298706055e+00
1.558368000000000000e+07,2.733226537704467773e+00
1.560368300000000000e+07,2.783381462097167969e+00
1.571175900000000000e+07,2.788390874862670898e+00
1.568926800000000000e+07,2.807236194610595703e+00
